ccode,year,outputgap,CAPB,primarybalance,cyclicalcomponent,diffoutputgap,diffCAPB,diffprimarybalance,diffcyclicalcomponent,realGDP_growth,PDebt,FinancialCrisis,EuroCrisis,CovidCrisis,CovidOne,CovidTwo,US_outputgap_instrument,CAB,fiscalbalance,difffiscalbalance,diffCAB,Election,inflation,rGDP,TaxRev
NZL,2004,2.55,3.46,4.763819634,1.302293711,0.79,-0.2,0.196861062,0.396861062,3.211927975,22.505,0,0,0,0,0,-0.49,2.92,4.222293711,0.656154775,0.26,0,2.29,196.9633,40.667
NZL,2005,1.55,4.41,5.255612744,0.844167167,-1,0.95,0.49179311,-0.45820689,3.289081902,20.781,0,0,0,0,0,0.67,4.03,4.874167167,0.651873456,1.11,1,3.04,203.5493,42.259
NZL,2006,1.04,4.94,5.522400555,0.58595905,-0.51,0.53,0.266787811,-0.263212189,2.474805397,18.4,0,0,0,0,0,1.23,4.83,5.41595905,0.541791883,0.8,0,3.37,208.6496,42.483
NZL,2007,2.15,3.25,4.432228714,1.181014228,1.11,-1.69,-1.090171841,0.599828159,3.750638017,16.308,0,0,0,0,0,1.1,3.38,4.561014228,-0.854944822,-1.45,0,2.38,216.6239,40.689
NZL,2008,-0.73,0.99,0.612014986,-0.377283922,-2.88,-2.26,-3.820213728,-1.560213728,-1.692637452,19.003,1,0,0,0,0,-0.79,0.95,0.572716078,-3.988298149,-2.43,1,3.96,212.9881,40.056
NZL,2009,-2.49,-1.12,-2.324600412,-1.197484817,-1.76,-2.11,-2.936615398,-0.826615398,2.039641769,24.337,1,0,0,0,0,-4.97,-1.46,-2.657484817,-3.230200895,-2.41,0,2.12,217.3769,38.646
NZL,2010,-2.41,-4.99,-6.167040353,-1.172776355,0.08,-3.87,-3.842439942,0.027560058,0.900172181,29.677,0,0,0,0,0,-3.84,-5.51,-6.682776355,-4.025291538,-4.05,0,2.3,219.3425,37.512
NZL,2011,-2.25,-2.17,-3.236221968,-1.064904641,0.16,2.82,2.930818385,0.110818385,2.620125227,34.723,0,1,0,0,0,-3.82,-2.9,-3.964904641,2.717871713,2.61,1,4.03,225.1655,37.453
NZL,2012,-1.32,-0.57,-1.226172359,-0.651248201,0.93,1.6,2.010049609,0.410049609,2.569673519,35.731,0,1,0,0,0,-3.19,-1.43,-2.081248201,1.883656441,1.47,0,1.06,231.0265,37.567
NZL,2013,-1.27,0.54,-0.093065133,-0.631544318,0.05,1.11,1.133107226,0.023107226,2.059447306,34.574,0,0,0,0,0,-3,0,-0.631544318,1.449703882,1.43,0,1.13,235.8337,37.301
NZL,2014,-1.12,1.58,1.024127542,-0.558219044,0.15,1.04,1.117192674,0.077192674,3.606796319,34.177,0,0,0,0,0,-2.46,1.02,0.461780956,1.093325274,1.02,1,1.23,244.495,37.307
NZL,2015,-0.44,0.97,0.759487662,-0.213070941,0.68,-0.61,-0.26463988,0.34536012,4.340113158,34.207,0,0,0,0,0,-1.6,0.38,0.166929059,-0.294851897,-0.64,0,0.29,255.34,37.583
NZL,2016,-0.14,1.79,1.7108422,-0.073384232,0.3,0.82,0.951354538,0.131354538,3.725307377,33.387,0,0,0,0,0,-1.77,1.27,1.196615768,1.029686709,0.89,0,0.65,265.0316,37.431
NZL,2017,0.27,2,2.133350137,0.135347168,0.41,0.21,0.422507937,0.212507937,4.309711023,31.132,0,0,0,0,0,-1.42,1.51,1.645347168,0.4487314,0.24,1,1.85,276.7034,36.968
NZL,2018,1.18,0.89,1.470839003,0.582734744,0.91,-1.11,-0.662511133,0.447488867,4.052806264,28.087,0,0,0,0,0,-0.46,0.31,0.892734744,-0.752612424,-1.2,0,1.6,288.148,37.35
NZL,2019,1.31,-0.74,-0.05792129,0.686800782,0.13,-1.63,-1.528760294,0.101239706,2.026198066,31.808,0,0,0,0,0,-0.1,-1.26,-0.573199218,-1.465933962,-1.57,0,1.62,294.046,36.286
NZL,2020,-2.27,-5.28,-6.607894983,-1.322546981,-3.58,-4.54,-6.549973692,-2.009973692,-0.280417015,43.121,0,0,1,1,0,-5.17,-5.86,-7.182546981,-6.609347763,-4.6,1,1.71,293.2226,37.648
NZL,2021,0.72,-3.99,-3.64650215,0.341338238,2.99,1.29,2.961392833,1.671392833,4.900570933,49.075,0,0,1,0,1,-1.53,-4.61,-4.268661762,2.913885219,1.25,0,3.94,307.9501,37.637
USA,1995,-0.45,0.2,-0.01,-0.202518812,-0.6,0.83,NA,NA,2.648975134,65.2988,0,0,0,0,0,-1.4622142,-4.46,-4.662518812,0.393939074,0.66,0,2.81,11125.02,33.1655087
USA,1996,-0.23,1.03,0.93,-0.105431563,0.22,0.83,0.931040883,0.101040883,3.703762715,65.937,0,0,0,0,0,-1.1862787,-3.42,-3.525431563,1.137087249,1.04,1,2.94,11544.79,33.624193
USA,1997,0.42,1.94,2.13,0.199210331,0.65,0.91,1.206326141,0.296326141,4.350403897,64.1487,0,0,0,0,0,-1.4962407,-2.3,-2.100789669,1.424641894,1.12,0,2.34,12058.12,33.8946922
USA,1998,0.93,2.53,2.94,0.438329974,0.51,0.59,0.811251281,0.221251281,4.384343605,61.9478,0,0,0,0,0,-0.9477778,-1.38,-0.941670026,1.159119643,0.92,0,1.55,12598.55,34.2089741
USA,1999,1.67,2.22,2.96,0.790630586,0.74,-0.31,0.020133365,0.330133365,4.643659707,59.9729,0,0,0,0,0,-0.1370502,-1.32,-0.529369414,0.412300612,0.06,0,2.19,13197.38,34.1679389
USA,2000,1.8,2.64,3.45,0.869331758,0.13,0.42,0.48526923,0.06526923,4.04457885,55.236,0,0,0,0,0,0.5672363,-0.55,0.319331758,0.848701172,0.77,1,3.37,13742.1,34.6350417
USA,2001,-0.78,1.44,1.1,-0.358449241,-2.58,-1.2,-2.352512305,-1.152512305,0.993512848,56.1659,0,0,0,0,0,2.1335739,-1.53,-1.888449241,-2.207780999,-0.98,0,2.82,13879.31,33.7684147
USA,2002,-2.05,-1.43,-2.35,-0.871644484,-1.27,-2.87,-3.447798955,-0.577798955,1.726805804,58.6114,0,0,0,0,0,2.1339262,-4.37,-5.241644484,-3.353195243,-2.84,0,1.6,14121.06,31.4389918
USA,2003,-1.87,-2.51,-3.36,-0.780375177,0.18,-1.08,-1.003473984,0.076526016,2.757798921,61.0832,0,0,0,0,0,1.1019012,-5.58,-6.360375177,-1.118730693,-1.21,0,2.3,14515.91,30.8433241
USA,2004,-0.49,-2.62,-2.84,-0.200801499,1.38,-0.11,0.515246251,0.625246251,3.780174019,62.1758,0,0,0,0,0,-0.12986,-5.58,-5.780801499,0.579573678,0,1,2.67,15075.14,31.0848864
USA,2005,0.67,-1.85,-1.54,0.298218491,1.16,0.77,1.303613931,0.533613931,3.423926928,62.6605,0,0,0,0,0,0.2615742,-4.83,-4.531781509,1.249019989,0.75,0,3.37,15600.24,32.4992241
USA,2006,1.23,-1.13,-0.56,0.561439039,0.56,0.72,0.980174529,0.260174529,2.744824457,62.8292,0,0,0,0,0,0.1511972,-4.04,-3.478560961,1.053220548,0.79,0,3.22,16034.37,33.3307284
USA,2007,1.1,-1.74,-1.22,0.510986547,-0.13,-0.61,-0.664392509,-0.054392509,1.99055015,63.7628,0,0,0,0,0,1.5343656,-4.65,-4.139013453,-0.660452492,-0.61,0,2.87,16356.74,33.3873298
USA,2008,-0.79,-4.25,-4.63,-0.343660276,-1.89,-2.51,-3.406344814,-0.896344814,0.122137998,72.4435,1,0,0,0,0,2.6589723,-7.08,-7.423660276,-3.284646824,-2.43,1,3.81,16376.73,32.3348059
USA,2009,-4.97,-7.71,-10.21,-1.994682464,-4.18,-3.46,-5.586134227,-2.126134227,-2.634303621,85.0345,1,0,0,0,0,1.6350712,-10.58,-12.57468246,-5.151022188,-3.5,0,-0.32,15950.95,30.0954547
USA,2010,-3.84,-7.68,-9.64,-1.588989419,1.13,0.03,0.572212745,0.542212745,2.67282648,93.1972,0,0,0,0,0,-3.5228386,-10.45,-12.03898942,0.535693045,0.13,0,1.64,16383.04,30.6305995
USA,2011,-3.82,-6.05,-7.99,-1.638446363,0.02,1.63,1.647760417,0.017760417,1.5380073,97.5846,0,1,0,0,0,-2.1817715,-9.02,-10.65844636,1.380543056,1.43,0,3.14,16636.96,30.9361288
USA,2012,-3.19,-4.76,-6.33,-1.36295496,0.63,1.29,1.659645815,0.369645815,2.255085851,101.0998,0,1,0,0,0,-1.1778231,-7.66,-9.02295496,1.635491403,1.36,1,2.07,17016.4,30.8976854
USA,2013,-3,-2.31,-3.77,-1.356258149,0.19,2.45,2.562183119,0.112183119,1.825113215,103.0207,0,0,0,0,0,-2.3813237,-4.41,-5.766258149,3.25669681,3.25,0,1.47,17329.82,33.0710338
USA,2014,-2.46,-1.6,-2.79,-1.128323394,0.54,0.71,0.979607212,0.269607212,2.261956714,103.366,0,0,0,0,0,-3.2452099,-4.1,-5.228323394,0.537934755,0.31,0,1.62,17726.28,33.1084313
USA,2015,-1.6,-1.38,-2.16,-0.745234533,0.86,0.22,0.632874008,0.412874008,2.670402442,103.9336,0,0,0,0,0,-2.6859048,-3.87,-4.615234533,0.613088861,0.23,0,0.12,18206.02,33.3609423
USA,2016,-1.77,-1.83,-2.69,-0.816945484,-0.17,-0.45,-0.529321352,-0.079321352,1.653720779,106.8559,0,0,0,0,0,-1.9734178,-4.55,-5.366945484,-0.75171095,-0.68,1,1.27,18509.6,32.9014482
USA,2017,-1.42,-0.88,-1.53,-0.632978937,0.35,0.95,1.155479676,0.205479676,2.230629777,105.2009,0,0,0,0,0,-1.144967,-3.64,-4.272978937,1.093966547,0.91,0,2.13,18927.12,33.7868928
USA,2018,-0.46,-2.99,-3.21,-0.203816862,0.96,-2.11,-1.677126952,0.432873048,2.877092322,107.0489,0,0,0,0,0,0.2730228,-5.98,-6.183816862,-1.910837925,-2.34,0,2.44,19479.58,31.7764309
USA,2019,-0.1,-3.17,-3.21,-0.042377605,0.36,-0.18,-0.001939758,0.178060242,2.263056984,108.5567,0,0,0,0,0,0.8739476,-6.39,-6.432377605,-0.248560743,-0.41,0,1.81,19925.44,31.8281669
USA,2020,-5.17,-9.28,-12.43,-2.510748894,-5.07,-6.11,-9.220424644,-3.110424644,-3.463898545,132.8043,0,0,1,1,0,1.2530454,-12.09,-14.60074889,-8.168371289,-5.7,1,1.25,19247.06,32.4767278
USA,2021,-1.53,-8.42,-9.29,-0.731638982,3.64,0.86,3.138224547,2.278224547,5.521533615,128.7845,0,0,1,0,1,-6.1064895,-10.89,-11.62163898,2.979109912,1.2,0,4.69,20339.68,33.309363
